product url,product name,product price,rating,number of reviews,asin,description,manufacturer,product description
https://www.amazon.in//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A06553203U32ND3Q3ZGH2&url=%2FSwiss-Military-Laptop-Backpack-Canvas%2Fdp%2FB09T9NS7SB%2Fref%3Dsr_1_1_sspa%3Fkeywords%3Dbags%26qid%3D1653393323%26sr%3D8-1-spons%26psc%3D1%26smid%3DA3JA2JVB1Z1RQ&qualifier=1653393323&id=3777697109448023&widgetName=sp_atf,Swiss Military Multi Utility Backpack with USB Charging Port - LBP89 and Combo Offers  ,2686,2.7,5,B09T9NS7SB,"Care Instructions: Wipe with Dry ClothPRODUCT 1:- Material: 100% Polyester Melange with PU, Capacity: 29.L Approx. Size: 47x32x19(cm) Approx.PRODUCT 1:- Cushion Handle, Utility Pocket For Mobile & Power Bank, Quick Access PocketPRODUCT 1:- 2 Side Pocket Cum Bottle Holder, Separate Compartment For Files & Organiser PocketPRODUCT 2:- Solid 16 oz canvas with PU reinforced trims Ideal for travel / leisure with compact storagePRODUCT 2:- 2.2L Approx. storage capacity",Swiss Military,"Swiss Military Combo Pack of Laptop Backpack with Canvas Beige Sling Bag (LBP89+CAN3)PRODUCT 1:- Material: 100% Polyester Melange with PU, Capacity: 29.L Approx. Size: 47x32x19(cm) Approx.PRODUCT 1:- Cushion Handle, Utility Pocket For Mobile & Power Bank, Quick Access PocketPRODUCT 1:- 2 Side Pocket Cum Bottle Holder, Separate Compartment For Files & Organiser PocketPRODUCT 2:- Solid 16 oz canvas with PU reinforced trims Ideal for travel / leisure with compact storagePRODUCT 2:- 2.2L Approx. storage capacity"
https://www.amazon.in//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A03426413RU7EXRFMO997&url=%2FSwiss-Military-Laptop-Backpack-Sports%2Fdp%2FB092JFQCBY%2Fref%3Dsr_1_2_sspa%3Fkeywords%3Dbags%26qid%3D1653393323%26sr%3D8-2-spons%26psc%3D1&qualifier=1653393323&id=3777697109448023&widgetName=sp_atf,Swiss Military Grey and Black Laptop Bag (LBP40) with Combo Pack Option Swiss Military  ,1777,3.8,154,B092JFQCBY,,Swiss Military,"SWISS MILITARY PRESENTS:- Grey and Black Laptop Backpack | Separate Compartment to Keep Files & Folders | Padded Adjustable Shoulder Straps & Quick Access PocketsEASY ACCESS POINTSkip the struggle of accessing your immediate essentials with the quick access point. Easy access to wallets, keys, and anything else you need on the go.EVA IS BACK FOR EXTRA COMFORTEVA Back For extra comfort with airflow system. Ultra-premium laptop backpack with EVA foam is hardback for sweat-resistant all-day wearing comfort.PADDED COMPARTMENTPadded compartment with an elastic band to keep up to widescreen 15.6” laptop & iPad.CARRYING HANDLECarry heavy things without worrying about the breakage of carrying a handle, with attached top-quality rubber case over the handle to keep your hands unharmed.EASY ACCESS POCKETThe right shoulder straps come with an easy-to-access pocket for your small accessories."
https://www.amazon.in//gp/bestsellers/luggage/ref=sr_bs_2_luggage_1,American Tourister Casual Backpack  ,999,4.0,16724,B07CJCGM1M,,,
https://www.amazon.in//GlobalNiche%C2%AE-Waterproof-Backpack-Rucksack-Camping/dp/B0B1D2P8FW/ref=sr_1_omk_4?keywords=bags&qid=1653393323&sr=8-4,"GlobalNiche® Waterproof 15"" Laptop School Backpack Travel Nylon Rucksack Camping Bag Satchel  ",47949,5.0,1,B0B1D2P8FW,,,
https://www.amazon.in//Lunars-Bingo-Laptop-Resistant-48L/dp/B08YZ8FFBZ/ref=sr_1_5?keywords=bags&qid=1653393323&smid=A3RXEJKPWRVCLY&sr=8-5,Lunar's Bingo - 48 L Laptop Office/School/Travel/Business Backpack Water Resistant - Fits Up to 15.6 Inch Laptop Notebook with 1 Year Warranty  ,899,3.9,6089,B08YZ8FFBZ,,,
https://www.amazon.in//Half-Moon-Waterproof-Backpack-Students/dp/B085MHDJ93/ref=sr_1_6?keywords=bags&qid=1653393323&smid=A1UVZJ9N7FK5G6&sr=8-6,Half Moon 35 L Casual Waterproof Laptop Bag/Backpack for Men Women Boys Girls/Office School College Teens & Students with Rain Cover (18 Inch) (Navy)  ,629,3.9,9735,B085MHDJ93,,,
https://www.amazon.in//SAFARI-Ltrs-Casual-Backpack-DAYPACKNEO15CBSEB/dp/B07Q7CNPMV/ref=sr_1_7?keywords=bags&qid=1653393323&sr=8-7,SAFARI 15 Ltrs Sea Blue Casual/School/College Backpack (DAYPACKNEO15CBSEB)  ,299,4.0,13360,B07Q7CNPMV,"Outer Material: Polyester, Color: Sea BlueNot water resistant. With Rain Cover:NoCapacity: 15 liters; Weight: 200 grams; Dimensions: 12 cms x 27 cms x 41 cms (LxWxH)Number of compartments: 2; Laptop Compatibility: NoAge Range Description: Kid; Closure Type: Drawstring; Pocket Description: Utility PocketDrawstring, 2 Compartments, Compact Size",Safari Industries (India) Ltd,"Be it your short trips or your daily travel across the city, daypack has got you covered. With a 15 litre capacity daypack lets you carry your wallet, umbrella, kerchief, keys, earphones, Notepad, pens and other Essentials. The drawstring compartment lets you dump things that you pick up on your way. Compact Size and 2 Compartment."
https://www.amazon.in//TRUE-HUMAN-Anti-Theft-backpack-charging/dp/B09QJ7ZF2Y/ref=sr_1_8?keywords=bags&qid=1653393323&sr=8-8,"TRUE HUMAN Emperor Anti-Theft backpack With USB charging Port and anti -theft back pocket Laptop bag , office bag , college bag ( LEGEND )  ",689,3.9,218,B09QJ7ZF2Y,"➧ Superior & Durability: Made of durable and Eco-friendly water resistant oxford textile fabric,which keeps your files and stuffs dry inside. This backpack can hold up to 15.6"" laptop from most brands, but it may not be suitable for all brand 15.6"". Since there maybe exist slight size difference among different laptop brands.Style Name: Traditional Backpacks; Pocket Description: Utility Pocket➧ PREMIUM MATERIAL: Made from high quality, waterproof Polyester material in grey color. Premium quality smooth zippers, pullers, buckles.Highly Water Resistant Material: This Backpack is water-resistant. The material is the reversed side of 1680D special polyester, which is waterproof, tear-resistant, anti-scratch and built for lasting durability.",Safari Industries (India) Ltd,"Product description Features: Made of durable and Eco-friendly water resistant oxford textile fabric, keep your laptop dry from small rain. Built-in well padded laptop sleeve with elastic velcro strap closure. Soft air permeability padded back cushion shoulder straps make it light and make you all day comfortable. Multiple compartments allow you to keep all of your stuffs secure and organized. Night vision reflective design, which keeps you safe while bicycling at night. A anti-theft zipped pocket for your valuables. This laptop bag can used for daily walk-around, work, school, day trips, vacation, travel, day hikes ,camping etc. What you can put in this laptop backpack? - You can put 2-3 clothes, A4 books, 15.6"" laptop, i-pad, glasses, wallet, keys, earphone, power bank, camera, cell phone and document in the back pack. - You Get What You pay for! Don't compare with cheaply made, Considering the high quality of the material, components, finishing and overall design it is exceptional value for money."
https://www.amazon.in//Casual-Backpack-Charging-Laptop-Compartment/dp/B07J46KLFP/ref=sr_1_9?keywords=bags&qid=1653393323&sr=8-9,"Fur Jaden 15.6 Inch Laptop Backpack 25 LTR Bag for School, College and Office with USB Charging Port  ",499,3.9,8151,B07J46KLFP,,,
https://www.amazon.in//Northzone-Polyester-School-Backpack-Compartment/dp/B08678P2T7/ref=ice_ac_b_dpb?keywords=bags&qid=1653393323&sr=8-10,Northzone Lightweight School Bags Backpacks for Boys Girls Stylish Men and Women Casual Travel Laptop Bag College Office (Navy Blue) 40L  ,593,4.1,2819,B08678P2T7,"COMPATIBLE WITH 15.6 INCH LAPTOP”: The Northzone Backpack fits up to 15.6 inch laptop. Dimensions: 34cm x 15cm x 45.5cm; Weight: 499g; HIGH QUALITY, DURABLE AND WATER REPELLANT FABRIC”: This backpack features in durable snow yarn polyester fabric and streamlined design with a padded interior to protect notebooks and important itemsCONVENIENT TRAVEL"" Adjustable shoulder strap and padded laptop compartment together with a quilted back panel make it comfortable for all-day useCONVENIENTLY PLACED PADDED LAPTOP COMPARTMENTS AND POCKETS: The padded interior helps protect notebooks and important items. Quick access zippered front pocket for added storage. A quilted back panel make it comfortable for all-day use.HIGH QUALITY, CASUAL YET STYLISH DESIGN"": very attractive and perfect for school, travel and outdoor activities. The perfect backpack for those needing stylish all-day protection for their laptop.; Pattern Name: Solid; Closure Type: Zipper; Age Range Description: Kid; Pocket Description: Utility Pocket",Northzone,"NORTHZONE BACKPACK If you carry your laptop to and from work, then this laptop bag from Northzone will definitely make travelling easier. Compatibility This backpack can fit a 38.1 cm laptop comfortably. Compartments This bag has three spacious compartments to store the laptop, charger, external devices, and other accessories with ease. Pockets The two mesh pockets on either sides of this black and blue backpack allow you to store a water bottle, ID card and other knick-knacks, so you can access them easily."
https://www.amazon.in//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A0910309BEHVLPWI1AK6&url=%2FStrabo-Business-Backpack-Resistant-Warranty%2Fdp%2FB09V5F12JW%2Fref%3Dsr_1_11_sspa%3Fkeywords%3Dbags%26qid%3D1653393323%26sr%3D8-11-spons%26psc%3D1%26smid%3DA2RYUDPXWQUWC3&qualifier=1653393323&id=3777697109448023&widgetName=sp_mtf,Strabo Nexa 32 L Laptop Office/School/Travel/Business Backpack Water Resistant /Fits Up to 15.6 Inch Laptop with 1 Year Warranty  ,799,5.0,8,B09V5F12JW,"High Quality, Durable and Water Repellant FabricMesh pockets on both sides to accommodate your water bottle and umbrellaFront storage pocket keeps smaller items neatly organized and easy to accessEasy To Access Side Pocket,Top Grab HandleTwo spacious compartments with padded protective pouch for a 15 inch Laptop + Organizer",Strabo,"Strabo Nexa is a classy Backpack, ergonomically designed for all ages, genders and purposes which houses everything in two large compartments & one exterior pocket.This backpack is especially designed for today's fast paced world,where everything should be compact and lightweight. This backpack is perfect for everyday usage such as college, school, tuitions, or short holiday trips."
https://www.amazon.in//Martucci-Casual-Travelling-Laptop-Backpack/dp/B088B4P6ZW/ref=sr_1_12?keywords=bags&qid=1653393323&sr=8-12,Martucci 15.6 inch 30 L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack(Black)  ,539,4.1,3265,B088B4P6ZW,,,
https://www.amazon.in//Genie-Glitter-Backpack-Women-compartments/dp/B097JHQH13/ref=sr_1_13?keywords=bags&qid=1653393323&sr=8-13,"Genie Glitter Backpack for Women - 3 compartments, Laptop Bags for Girls, Stylish and Trendy College Backpacks for Girls, Water Resistant and Lightweight Bags for Office and Travelling Purpose.  ",1025,4.0,24,B097JHQH13,"Made with High Quality fabric. Outer material: Nylon Twill - Soft, Durable and Water Resistant. Capacity: 36 liters, Dimensions: 48 x 33 x 23 cm Warranty: 12 months3 Spacious compartment: Store your Books, Stationary, Accessories, Lunch boxes, etc. It will store plenty of items. Laptop Sleeve: Ensure that your laptop is stored separately and Securely! Organizer: Keep every single item separately in an arranged manner, with the help of our organizer. 2 side pocket: For holding water bottle, clipping pens or pencil or storing other items. 1 Front Pocket: Easily accessible. To keep all your essentials such as wallet, ticket, cosmetics.Easy grab padded handle: For added comfort and convinience to hold the bag. Padded and Ergonomic Shoulder Straps: There is padded back mesh and ergonomic straps that gives extra spine and shoulder support and helps in minimizing the load after carrying the bag through a busy day at campus.This women's backpack can be carried to work, college, school, for a day out or even while you are travelling!Light Weight yet Durable to resist the weight of textbooks, stationary, lunch boxes. Can store all your college or office stationary, without any hassle.Stylish & Cute: This bag is designed for those Millennials and GenZ, who aren't afraid to compromise on Utility or Fashion! It is a perfect, small bag to carry all the daily essentials while using it as a trendy accessory, or a travel bag or as a college backpack.",Safari,"How do you describe a Perfect Backpack? Spacious enough to carry a lot of stuff, yet Light Weight! Padded Laptop Sleeve to keep it secure and sound. Multiple Pockets to segregate all the items and keep it easily accessible. An Organizer to keep your each and every school supplies in an arranged manner. Side Pocket to keep the Water Bottle. Water Resistant exteriors to keep all your worries at bay and lastly, latest and trendy design to keep those ""Cute Bagpack"" compliment coming in! Yes. We have that Perfect Bag for you, in our Genie store. Bringing you a cute, stylish and trendy design, Genie Glitter School Bag."
https://www.amazon.in//Rucksack-Travel-Backpack-Trekking-Compartment/dp/B07YDGQQN5/ref=sr_1_14?keywords=bags&qid=1653393323&sr=8-14,"Fur Jaden 55 LTR Rucksack Travel Backpack Bag for Trekking, Hiking with Shoe Compartment  ",799,4.2,4873,B07YDGQQN5,Large sized black and grey colour trekking rucksack for men and women for travel use as well as for trendy college and school students. Huge compartment size that can fit upto several pairs of clothes with ease with separate pocket for shoes. Multiple pockets for other accessories and water bottleExternal clips to hold a yoga mat on the backside available with this rucksack. Also available on both sides of the rucksack are additional clips which can be used to carry camera stands as well as other climbing equipmentsThe rucksack features a sleek and ergonomic design with a balanced weight distribution through its shoulder straps and waist straps. This makes this product a suitable alternative to bulky and unsightly rucksacks. The compact design of this trekking bag helps you to rest it comfortably on your shoulders while accommodating all your essentials with easeCapacity: 55 L ; weight: 700 grams; dimensions: 35 cms x 25 cms x 65 cms (LxWxH); 1 Year manufacturer warranty against defectsLining Description: Polyester; Special Features: Back Padding; Pocket Description: Utility Pocket; Style Name: Rucksack Backpacks; Closure Type: Zipper; Age Range Description: Adult; Color Name: Black Grey,Fur Jaden,
https://www.amazon.in//Fur-Jaden-Rucksack-Backpack-BM43_Blue/dp/B07PS38XSP/ref=sr_1_15?keywords=bags&qid=1653393323&sr=8-15,Fur Jaden Hiking Camping Rucksack Casual 10 Ltrs Blue Casual Backpack  ,249,3.6,5912,B07PS38XSP,"Ideal For - Men, Women and Children of all age groups. Can be used for Hiking, Trekking or as a Casual Backpack for Daily CommuteSmall Size - Please note this is a small sized backpack and we request you to see Mannequin Image before ordering to understand size.Dimension and Capacity - 10L Backpack. Dimensions - 23 x 39 x 10 CM (L x H x W).The backpack features a sleek and ergonomic design with a balanced weight distribution. This makes this product a suitable alternative to bulky and unsightly backpacks. The compact design of this backpack helps you to rest it comfortably on your shoulders while accommodating all your essentials with ease.Warranty - 6 Month Warranty Against Manufacturing Defects. 10 Days No Questions Asked Return Policy",Fur Jaden,The product will be an excellent pick for you. It ensures an easy maintenance. With Rain Cover : No
https://www.amazon.in//Lunars-Bingo-Laptop-Resistant-48L/dp/B08YZ5XY31/ref=sr_1_16?keywords=bags&qid=1653393323&sr=8-16,Lunar's Bingo - 48 L Laptop Office/School/Travel/Business Backpack Water Resistant - Fits Up to 15.6 Inch Laptop Notebook with 1 Year Warranty  ,899,3.9,6089,B08YZ5XY31,,,
https://www.amazon.in//Fur-Jaden-Black-Waterproof-Backpack/dp/B078GLXMDY/ref=sr_1_17?keywords=bags&qid=1653393323&sr=8-17,Fur Jaden Anti Theft Backpack 15.6 Inch Laptop Bag with USB Charging Port and Water Resistant Fabric  ,799,4.0,10498,B078GLXMDY,"KEY FEATURES - Black Colour Backpack for Men and Women for Stylish Office use as well as for Trendy College students. Huge compartment size that can fit upto a 15.6 inch Laptop with ease. Multiple pockets for other accessories.Charging On the Go - Now charge your phone on the go while travelling without the hassle of holding the bulky power bank in your pocket or in your hand. Simple Connect your Powerbank to the wire inside the Bag and leave it in the bag. When you want to charge your phone, just connect your phone charger to the bag and your phone will start charging. Note: We do not provide Power Bank with this Bag.Water Repellent Material - This backpack is made of Water Repellent Material so now you can travel carefree without worrying about water splashes or rain.Anti Theft Design - This backpack by Fur Jaden has anti theft design where zipper of the main pocket is hidden at the back. No thief, intruder or robber can find a way to open the backpack, making this totally theft proof. There are secret pockets on the shoulder strap and on the backside of the bag allowing us to keep travel documents, boarding pass, credit cards, mobile phone, earphones etc.WARRANTY- 6 Month Manufacturer Warranty against Defects only. 100% Genuine Fur Jaden Men products, 10 days No Question asked replacement guarantee from the date of delivery.",Fur Jaden,"This durable and lightweight backpack from Fur Jaden can keep you sorted throughout the day while also being super stylish, thus making it the perfect modern and functional accessory for any user – male or female. This backpack can be the perfect complement to your bold and charismatic persona, while its multiple inner chambers can hold all your stuff with convenience. Fur Jaden backpacks are young, vibrant and fashionable accessories which are also a symbol of sophistication. This backpack is high on aesthetics as well as on utility and functionality. This unisex backpack from Fur Jaden comes in an anti-theft design which lets you carry your laptop anywhere with confidence. Keep your belongings secure as your score high on the style quotient with this functional backpack. One of the most striking features of this backpack is that it allows you to charge your phone while you are travelling. The charging dock which comes attached to the backpack allows you to connect your portable charger seamlessly for maximum convenience.The material of this backpack from Fur Jaden is water resistant, which keeps any worries about getting it wet in the rain or accidental splashes at bay. Your laptop and every other belonging will stay safe from water as long as you keep them inside your backpack. This backpack from Fur Jaden comes with substantial capacity to accommodate your laptop and other goods with ease. The large capacity of this backpack can store laptops up to a 15.6 inches without any hassle. Weighing in at only 0.7kg, this Fur Jaden backpack with anti-theft feature is a breeze to carry around. Most of the weight you will feel is that of the goods you carry inside, as the backpack does not impose much weight on the user. This multipurpose and water resistant backpack from Fur Jaden can take you from day to night, thanks to its multiple compartments. With 1 main compartment and 7 small, inner pockets, it lets you store all your belongings and keeps them sorted too. Pattern: Solid."
https://www.amazon.in//SAFARI-Denim-Casual-Backpack-DAYPACKNEO15CBDNB/dp/B07NSC4SL5/ref=sr_1_18?keywords=bags&qid=1653393323&sr=8-18,SAFARI 15 Ltrs Denim Blue Casual/School/College Backpack (DAYPACKNEO15CBDNB)  ,288,4.0,8068,B07NSC4SL5,"Outer Material: Polyester, Color: Denim Blue; Not water resistantCapacity: 15 liters; Weight: 200 grams; Dimensions: 12 cms x 27 cms x 41 cms (LxWxH)Number of compartments: 2Laptop Compatibility: No;There might be minor color variation between actual product and image shown on screen due to lighting on the photographyClosure Type: Drawstring; Age Range Description: Kid; Pocket Description: Utility PocketDrawstring, 2 Compartments, Compact Size",Safari Industries (India) Ltd,"Be it your short trips or your daily travel across the city, daypack has got you covered. With a 15 litre capacity daypack lets you carry your wallet, umbrella, kerchief, keys, earphones, Notepad, pens and other Essentials. The drawstring compartment lets you dump things that you pick up on your way."
https://www.amazon.in//ADISA-BP004-Weight-Casual-Backpack/dp/B07G3CG9FC/ref=sr_1_19?keywords=bags&qid=1653393323&sr=8-19,ADISA Laptop Backpack 31 Ltrs  ,509,4.0,7112,B07G3CG9FC,,,
https://www.amazon.in//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A03899762HXK5E0GIV9WX&url=%2FLunars-Bingo-Laptop-Resistant-48L%2Fdp%2FB08YZ8FFBZ%2Fref%3Dsr_1_20_sspa%3Fkeywords%3Dbags%26qid%3D1653393323%26smid%3DA3RXEJKPWRVCLY%26sr%3D8-20-spons%26psc%3D1&qualifier=1653393323&id=3777697109448023&widgetName=sp_btf,Lunar's Bingo - 48 L Laptop Office/School/Travel/Business Backpack Water Resistant - Fits Up to 15.6 Inch Laptop Notebook with 1 Year Warranty  ,899,3.9,6089,B08YZ8FFBZ,,,
https://www.amazon.in//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A09017841YW5HI6F6YZBD&url=%2FUrban-Tribe-Laptop-Backpack-Accelerator%2Fdp%2FB01M6WLGH0%2Fref%3Dsr_1_21_sspa%3Fkeywords%3Dbags%26qid%3D1653393323%26sr%3D8-21-spons%26psc%3D1&qualifier=1653393323&id=3777697109448023&widgetName=sp_btf,"Urban Tribe Accelerator 30L Laptop Backpack with 15.6"" compartment for Office/Business/Travel/College, Casual Bag for Men and Women, Black  ",1534,4.1,347,B01M6WLGH0,,,
https://www.amazon.in//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A0836734P5M4ZFWNR1G2&url=%2FHEROZ-Hammer-Durable-Travel-Laptop%2Fdp%2FB07MGDFT9C%2Fref%3Dsr_1_22_sspa%3Fkeywords%3Dbags%26qid%3D1653393323%26sr%3D8-22-spons%26psc%3D1%26smid%3DAGHKR430JFM4U&qualifier=1653393323&id=3777697109448023&widgetName=sp_btf,HEROZ Hammer Unisex Nylon 45 L Travel Laptop Backpack Water Resistant Slim Durable Fits Up to 17.3 Inch Laptop Notebook (All) (Grey & Black)  ,1345,4.3,6184,B07MGDFT9C,,,
https://www.amazon.in//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A06553203U32ND3Q3ZGH2&url=%2FSwiss-Military-Laptop-Backpack-Canvas%2Fdp%2FB09T9NS7SB%2Fref%3Dsr_1_1_sspa%3Fkeywords%3Dbags%26qid%3D1653393326%26sr%3D8-1-spons%26psc%3D1%26smid%3DA3JA2JVB1Z1RQ&qualifier=1653393326&id=5000182545150091&widgetName=sp_atf,Swiss Military Multi Utility Backpack with USB Charging Port - LBP89 and Combo Offers  ,2686,2.7,5,B09T9NS7SB,"Care Instructions: Wipe with Dry ClothPRODUCT 1:- Material: 100% Polyester Melange with PU, Capacity: 29.L Approx. Size: 47x32x19(cm) Approx.PRODUCT 1:- Cushion Handle, Utility Pocket For Mobile & Power Bank, Quick Access PocketPRODUCT 1:- 2 Side Pocket Cum Bottle Holder, Separate Compartment For Files & Organiser PocketPRODUCT 2:- Solid 16 oz canvas with PU reinforced trims Ideal for travel / leisure with compact storagePRODUCT 2:- 2.2L Approx. storage capacity",Swiss Military,"Swiss Military Combo Pack of Laptop Backpack with Canvas Beige Sling Bag (LBP89+CAN3)PRODUCT 1:- Material: 100% Polyester Melange with PU, Capacity: 29.L Approx. Size: 47x32x19(cm) Approx.PRODUCT 1:- Cushion Handle, Utility Pocket For Mobile & Power Bank, Quick Access PocketPRODUCT 1:- 2 Side Pocket Cum Bottle Holder, Separate Compartment For Files & Organiser PocketPRODUCT 2:- Solid 16 oz canvas with PU reinforced trims Ideal for travel / leisure with compact storagePRODUCT 2:- 2.2L Approx. storage capacity"
https://www.amazon.in//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A03426413RU7EXRFMO997&url=%2FSwiss-Military-Laptop-Backpack-Sports%2Fdp%2FB092JFQCBY%2Fref%3Dsr_1_2_sspa%3Fkeywords%3Dbags%26qid%3D1653393326%26sr%3D8-2-spons%26psc%3D1&qualifier=1653393326&id=5000182545150091&widgetName=sp_atf,Swiss Military Grey and Black Laptop Bag (LBP40) with Combo Pack Option Swiss Military  ,1777,3.8,154,B092JFQCBY,,Swiss Military,"SWISS MILITARY PRESENTS:- Grey and Black Laptop Backpack | Separate Compartment to Keep Files & Folders | Padded Adjustable Shoulder Straps & Quick Access PocketsEASY ACCESS POINTSkip the struggle of accessing your immediate essentials with the quick access point. Easy access to wallets, keys, and anything else you need on the go.EVA IS BACK FOR EXTRA COMFORTEVA Back For extra comfort with airflow system. Ultra-premium laptop backpack with EVA foam is hardback for sweat-resistant all-day wearing comfort.PADDED COMPARTMENTPadded compartment with an elastic band to keep up to widescreen 15.6” laptop & iPad.CARRYING HANDLECarry heavy things without worrying about the breakage of carrying a handle, with attached top-quality rubber case over the handle to keep your hands unharmed.EASY ACCESS POCKETThe right shoulder straps come with an easy-to-access pocket for your small accessories."
https://www.amazon.in//gp/bestsellers/luggage/ref=sr_bs_2_luggage_1,American Tourister Casual Backpack  ,999,4.0,16724,B07CJCGM1M,,,
https://www.amazon.in//GlobalNiche%C2%AE-Waterproof-Backpack-Rucksack-Camping/dp/B0B1D2P8FW/ref=sr_1_omk_4?keywords=bags&qid=1653393326&sr=8-4,"GlobalNiche® Waterproof 15"" Laptop School Backpack Travel Nylon Rucksack Camping Bag Satchel  ",47949,5.0,1,B0B1D2P8FW,,,
https://www.amazon.in//Lunars-Bingo-Laptop-Resistant-48L/dp/B08YZ8FFBZ/ref=sr_1_5?keywords=bags&qid=1653393326&smid=A3RXEJKPWRVCLY&sr=8-5,Lunar's Bingo - 48 L Laptop Office/School/Travel/Business Backpack Water Resistant - Fits Up to 15.6 Inch Laptop Notebook with 1 Year Warranty  ,899,3.9,6089,B08YZ8FFBZ,,,
https://www.amazon.in//Half-Moon-Waterproof-Backpack-Students/dp/B085MHDJ93/ref=sr_1_6?keywords=bags&qid=1653393326&smid=A1UVZJ9N7FK5G6&sr=8-6,Half Moon 35 L Casual Waterproof Laptop Bag/Backpack for Men Women Boys Girls/Office School College Teens & Students with Rain Cover (18 Inch) (Navy)  ,629,3.9,9735,B085MHDJ93,,,
https://www.amazon.in//SAFARI-Ltrs-Casual-Backpack-DAYPACKNEO15CBSEB/dp/B07Q7CNPMV/ref=sr_1_7?keywords=bags&qid=1653393326&sr=8-7,SAFARI 15 Ltrs Sea Blue Casual/School/College Backpack (DAYPACKNEO15CBSEB)  ,299,4.0,13360,B07Q7CNPMV,"Outer Material: Polyester, Color: Sea BlueNot water resistant. With Rain Cover:NoCapacity: 15 liters; Weight: 200 grams; Dimensions: 12 cms x 27 cms x 41 cms (LxWxH)Number of compartments: 2; Laptop Compatibility: NoAge Range Description: Kid; Closure Type: Drawstring; Pocket Description: Utility PocketDrawstring, 2 Compartments, Compact Size",Safari Industries (India) Ltd,"Be it your short trips or your daily travel across the city, daypack has got you covered. With a 15 litre capacity daypack lets you carry your wallet, umbrella, kerchief, keys, earphones, Notepad, pens and other Essentials. The drawstring compartment lets you dump things that you pick up on your way. Compact Size and 2 Compartment."
https://www.amazon.in//TRUE-HUMAN-Anti-Theft-backpack-charging/dp/B09QJ7ZF2Y/ref=sr_1_8?keywords=bags&qid=1653393326&sr=8-8,"TRUE HUMAN Emperor Anti-Theft backpack With USB charging Port and anti -theft back pocket Laptop bag , office bag , college bag ( LEGEND )  ",689,3.9,218,B09QJ7ZF2Y,"➧ Superior & Durability: Made of durable and Eco-friendly water resistant oxford textile fabric,which keeps your files and stuffs dry inside. This backpack can hold up to 15.6"" laptop from most brands, but it may not be suitable for all brand 15.6"". Since there maybe exist slight size difference among different laptop brands.Style Name: Traditional Backpacks; Pocket Description: Utility Pocket➧ PREMIUM MATERIAL: Made from high quality, waterproof Polyester material in grey color. Premium quality smooth zippers, pullers, buckles.Highly Water Resistant Material: This Backpack is water-resistant. The material is the reversed side of 1680D special polyester, which is waterproof, tear-resistant, anti-scratch and built for lasting durability.",Safari Industries (India) Ltd,"Product description Features: Made of durable and Eco-friendly water resistant oxford textile fabric, keep your laptop dry from small rain. Built-in well padded laptop sleeve with elastic velcro strap closure. Soft air permeability padded back cushion shoulder straps make it light and make you all day comfortable. Multiple compartments allow you to keep all of your stuffs secure and organized. Night vision reflective design, which keeps you safe while bicycling at night. A anti-theft zipped pocket for your valuables. This laptop bag can used for daily walk-around, work, school, day trips, vacation, travel, day hikes ,camping etc. What you can put in this laptop backpack? - You can put 2-3 clothes, A4 books, 15.6"" laptop, i-pad, glasses, wallet, keys, earphone, power bank, camera, cell phone and document in the back pack. - You Get What You pay for! Don't compare with cheaply made, Considering the high quality of the material, components, finishing and overall design it is exceptional value for money."
https://www.amazon.in//Casual-Backpack-Charging-Laptop-Compartment/dp/B07J46KLFP/ref=sr_1_9?keywords=bags&qid=1653393326&sr=8-9,"Fur Jaden 15.6 Inch Laptop Backpack 25 LTR Bag for School, College and Office with USB Charging Port  ",499,3.9,8151,B07J46KLFP,,,
